gender,mode,acc_phon,phr_phon,fin_phon,l_grand_mean_t,h_grand_mean_t,l_f0_z,h_f0_z,e_f0_z,f0_exc_z,e_f0_exc_z,lh_slope
M,MDC,NA,% H* H* L%,L%,8,116,-0.46511627906976866,0.2568552585907703,-2.1693856299895873,0.7219715376605389,-2.4262408885803577,23.431
M,MDC,NA,% H* H* L%,L%,29,125,-0.23602915654286452,0.13189864630337025,-2.0583130857341176,0.3679278028462348,-2.190211732037488,13.455
M,MDC,L*H,% >H* L*H %,%,60,317,-1.4265879902811522,0.8781673030197853,0.30544949670253724,2.3047552933009374,-0.572717806317248,31.1
M,MDC,L*H,% H* L*H %,%,48,292,-1.2877473099618166,0.9371745921555026,0.15619576535925125,2.224921902117319,-0.7809788267962513,28.672
M,MDC,L*H,% H* L*H %,%,47,310,-1.4127039222492168,1.1037834085387044,0.2846233946546364,2.516487330787921,-0.819160013884068,35.745
M,MDC,L*H,% H* L*H %,%,83,361,-1.5098923984727506,0.43040610898993725,0.04165220409580165,1.9402985074626877,-0.3887539048941356,26.626
M,MDC,L*H,% H* L*H %,%,62,346,-1.2287400208260995,0.99618188129122,0.20826102047900333,2.2249219021173197,-0.7879208608122167,26.227
M,MDQ,^[L*H],% >H* ^[L*H L%],%,24,247,0.5275945852134662,3.7382853175980553,2.513016313779941,3.210690732384589,-1.2252690038181142,52.309
M,MDQ,^[L*H],% H* ^[L*H L%],%,21,232,0.7289135716765043,3.210690732384589,1.5515446025685522,2.4817771607080847,-1.6591461298160368,40.437
M,MDQ,^[L*H],% H* ^[L*H L%],%,29,257,1.1037834085387044,3.5820895522388088,1.9541825754946234,2.478306143700104,-1.6279069767441854,43.046
M,MDQ,^[L*H],% H* ^[L*H L%],%,13,228,0.944116626171468,3.321763276640058,1.0586601874349175,2.3776466504685905,-2.2631030892051407,40.269
M,MDQ,^[L*H],% H* ^[L*H L%],%,13,237,0.9128774730996216,2.8184658104824734,1.2565081568899705,1.9055883373828517,-1.5619576535925028,30.784
M,MDQ,^[L*H],% H* ^[L*H] %,%,32,222,-0.12495661228740002,2.5060742797639706,1.5723707046164532,2.6310308920513705,-0.9337035751475173,55.56
M,MDQ,^[L*H],% H* ^[L*H] %,%,24,215,-0.045123221103781835,2.5060742797639706,1.6626171468240218,2.5511975008677523,-0.8434571329399487,48.68
M,MDQ,^[L*H],% H* ^[L*H] %,%,16,222,-0.14925373134328102,2.266574106213121,1.6313779937521704,2.4158278375564017,-0.6351961124609504,44.885
M,MDQ,L*H,% (*) L*H %,%,35,222,-0.1284276292953802,2.554668517875738,0.923290524123567,2.683096147171118,-1.6313779937521709,53.809
M,MDQ,L*H,% (*) L*H %,%,39,207,0.2013189864630331,2.74210343630684,1.7042693509198183,2.540784449843807,-1.0378340853870218,55.93
M,MDQ,^[L*H],% H* ^[L*H] L%,L%,44,228,0.22214508851093392,1.5723707046164532,-1.5758417216244334,1.3502256161055193,-3.1482124262408866,26.229
M,MDQ,^[L*]H,% (*) ^[L*]H L%,L%,30,193,0.0728913571676529,1.2495661228740051,-1.794515793127387,1.1766747657063523,-3.0440819160013923,22.984
M,MDQ,^[L*]H,% H* ^[L*]H L%,L%,45,213,0.03471017007983635,1.3814647691773705,-1.4508851093370332,1.346754599097534,-2.8323498785144037,26.11
M,MDQ,NA,% H* >H* L%,L%,30,198,0.4130510239500166,1.266921207913921,-1.940298507462688,0.85387018396390435,-3.207219715376609,19.404
M,MDQ,^[L*]H,% H* ^[L*]H L%,L%,48,197,0.23255813953488433,0.8295730649080183,-2.134675459909751,0.5970149253731339,-2.9642485248177692,12.236
M,MWH,L*H,% H* >!H* L*H %,%,71,279,-2.1763276640055524,1.7493925720236052,1.5723707046164532,3.9257202360291577,-0.17702186740715198,67.031
M,MWH,L*H,% H* (*) L*H %,%,69,274,-1.891704269350921,1.62096494272822,1.5723707046164532,3.5126692120791407,-0.048594238111766774,55.665
M,MWH,L*H,% ^[H*] (*) L*H %,%,70,276,-1.5550156195765374,1.943769524470673,1.7875737591114218,3.4987851440472104,-0.15619576535925117,60.987
M,MWH,L*H,% ^[H*] !H* L*H %,%,62,268,-1.443943075321068,1.645262061784106,1.5098923984727557,3.089205137105174,-0.13536966331135036,50.463
M,MWH,L*H,% H* (*) L*H %,%,73,275,-1.520305449496701,1.5515446025685522,1.270392224921901,3.071850052065253,-0.28115237764665113,55.972
M,MWH,L*H,% H* (*) L*H %,%,39,262,-2.242276987157235,-0.43387712599791745,-0.46858729607774885,1.8083998611593175,-0.034710170079831404,34.03
M,MWH,L*H,%H (*) L*H %,%,49,189,-2.460951058660189,-0.7879208608122167,-0.8816383200277654,1.673030197847972,-0.09371745921554875,42.472
M,MWH,L*H,% >H* (*) L*H %,%,28,221,-1.8778202013189855,0.6803193335647373,0.15272474835126615,2.558139534883723,-0.5275945852134711,46.757
M,MWH,L*H,% >H* (*) L*H %,%,74,269,-1.9611246095105839,-0.024297119055881007,-0.2915654286706017,1.936827490454703,-0.2672683096147207,40.977
M,MWH,L*H,% H* (*) L*H %,%,86,235,-1.9368274904547027,-0.6629642485248166,-1.173203748698367,1.273863241929886,-0.5102395001735505,31.132
M,MWH,L*H,% H* (*) L*H L%,L%,64,271,-1.4578271433530035,0.6074279763970843,-0.43387712599791745,2.0652551197500877,-1.0413051023950017,33.055
M,MWH,L*H,% H* (*) L*H L%,L%,59,278,-1.2842762929538365,0.055536272127732246,-1.1836167997223175,1.3398125650815687,-1.2391530718500496,20.766
M,MWH,L*H,% H* (*) L*H %,%,41,274,-1.2148559527941687,0.31933356473446783,-1.166261714682402,1.5341895175286364,-1.4855952794168696,25.416
M,MWH,L*H,% H* (*) L*H L%,L%,48,293,-1.3536966331134994,0.013884068031935528,-0.8052759458521324,1.3675807011454348,-0.8191600138840679,18.311
M,MWH,L*H,% H* (*) L*H %,%,34,266,-1.2565081568899654,0.4581742450538034,-0.6108989934050646,1.7146824019437688,-1.069073238458868,26.089
M,MYN,^[L*H],% >H* ^[L*H] %,%,44,267,-0.38528288788615045,1.8986463033668863,1.5515446025685522,2.2839291912530366,-0.34710170079833413,33.395
M,MYN,^[L*H],% >H* ^[L*H] %,%,18,278,-0.31239153071849757,1.3814647691773705,1.069073238458868,1.693856299895868,-0.31239153071850256,23.267
M,MYN,^[L*H],% >H* ^[L*H] %,%,19,271,-0.46858729607774885,1.2877473099618217,0.8191600138840679,1.7563346060395706,-0.46858729607775385,24.465
M,MYN,^[L*H],% >H* ^[L*H] %,%,21,273,-0.5831308573411984,1.3398125650815689,1.0551891704269374,1.9229434224227673,-0.2846233946546315,27.327
M,MYN,^[L*H],% >H* ^[L*H] %,%,40,279,-0.5414786532454018,1.2009718847622382,1.093370357514754,1.74245053800764,-0.10760152724748417,24.704
M,MYN,^[L*H],% H* ^[L*H] %,%,20,256,0.24297119055883473,2.4297119055883374,1.9750086775425193,2.1867407150295026,-0.4547032280458181,39.687
M,MYN,^[L*H],% H* ^[L*H] %,%,32,195,0.2707393266227009,2.318639361332873,2.096494272821939,2.0479000347101723,-0.22214508851093395,46.083
M,MYN,^[L*H],% (*) ^[L*H] %,%,43,204,0.26379729260673557,2.322110378340853,1.5098923984727557,2.0583130857341176,-0.8122179798680975,44.978
M,MYN,^[L*H],% H* ^[L*H] %,%,30,213,0.27768136063866616,2.589378687955574,1.8847622353349556,2.3116973273169075,-0.7046164526206182,42.623
M,MYN,^[L*H],% (*) ^[L*H] %,%,33,222,0.04512322110378677,2.124262408885805,1.0794862894828183,2.0791391877820184,-1.0447761194029868,38.345
M,MYN,NA,% >H* >H* L%,L%,32,181,0.3019784796945521,0.923290524123567,-2.065255119750088,0.621312044429015,-2.988545643873655,12.967
M,MYN,^[L*]H,% >H* ^[L*]H L%,L%,39,195,0.16660881638320166,0.7844498438042364,-1.6869142658799028,0.6178410274210347,-2.4713641096841394,15.083
M,MYN,^[L*]H,% >H* ^[L*]H L%,L%,36,190,-0.05900728913571736,0.8573412009718845,-2.0721971537660533,0.9163484901076019,-2.9295383547379377,19.718
M,MYN,NA,% (*) >H* L%,L%,17,141,0.48941339812564966,1.2356820548420695,-2.040958000694202,0.7462686567164198,-3.276640055536271,21.659
M,MYN,^[L*]H,% H* ^[L*]H L%,L%,7,114,0.34015966678236864,0.9545296771954184,-2.367233599444635,0.6143700104130497,-3.3217632766400533,19.064
M,MDC,L*H,% H* !H* L*H %,%,15,206,-1.054479816212666,0.9901542500820465,-0.030521824745652616,2.0446340662947127,-1.020676074827699,35.98
M,MDC,L*H,% ^[H]* (*) L*H %,%,17,196,-0.7984903183459116,1.1772234985231385,0.4026911716442415,1.97571381686905,-0.774532326878897,37.087
M,MDC,L*H,% H* !H* L*H %,%,9,201,-1.1266819822776477,1.4430587463078455,0.471611421069904,2.569740728585493,-0.9714473252379414,41.965
M,MDC,L*H,% H* !H* L*H %,%,23,225,-1.280932064325568,1.085329832622252,0.24515917295700684,2.3662618969478197,-0.8401706596652452,39.407
M,MDC,L*H,% H* !H* L*H %,%,0,202,-0.9724319002297321,1.3249097472924207,0.3731539218903841,2.2973416475221526,-0.9517558254020366,39.136
M,MDC,L*H,% H* (*) L*H %,%,21,208,-1.3990810633409927,1.252707581227439,0.01214309156547625,2.6517886445684318,-1.2405644896619628,48.914
M,MDC,L*H,% H* (*) L*H %,%,16,201,-1.4811289793239268,0.842468001312769,-0.23400065638332584,2.3235969806366956,-1.076468657696095,47.496
M,MDC,L*H,% H* (*) L*H %,%,28,212,-1.3925172300623547,0.8490318345914024,-0.01739415818838112,2.241549064653757,-0.8664259927797835,42.942
M,MDC,L*H,% H* !H* L*H %,%,32,286,-1.7732195602231722,0.940925500492289,-0.004266491631114286,2.7141450607154614,-0.9451919921234032,32.895
M,MDC,L*H,% H* L*!H L*H %,%,23,284,-1.7042993107975049,1.5185428290121414,0.0022973416475237946,3.2228421398096465,-1.5162454873646176,40.199
M,MDC,L*H,% H* L*!H L*H %,%,20,290,-1.8585493928454206,1.2920905808992442,0.0022973416475237946,3.150639973744665,-1.2897932392517204,40.306
M,MDC,L*H,% H* L*!H L*H %,%,17,293,-1.7239908106334099,0.8129307515589116,0.05480800787660045,2.5369215621923216,-0.7581227436823111,31.596
M,MDC,L*H,% H* L*!H L*H %,%,18,282,-1.7305546439120434,1.649819494584838,0.15982934033475377,3.3803741384968813,-1.4899901542500842,45.7
M,MDQ,^[L*H],^[% (*) (*) L*H L%],%,7,178,0.32392517230062184,2.2602559894978667,0.4519199212339991,1.9363308171972449,-1.8083360682638676,36.908
M,MDQ,^[L*H],[% (*) (*) L*H L%],%,14,157,0.3534624220544792,2.142106990482442,0.2812602559894976,1.7886445684279626,-1.8608467344929442,43.159
M,MDQ,^[L*H],^[% (*) (*) L*H L%],%,20,179,0.8260584181161784,2.752543485395471,0.8785690843452598,1.9264850672792928,-1.8739744010502113,36.726
M,MDQ,^[L*H],% L*H (*) ^[L*H] %,%,11,271,0.2550049228749593,2.309484739087629,0.8687233344273073,2.05447981621267,-1.4407614046603219,24.676
M,MDQ,^[L*H],% L*H (*) ^[L*H L%],%,30,265,0.16967509025270622,2.407942238267149,0.7472924187725635,2.238267148014443,-1.6606498194945853,28.284
M,MDQ,^[L*H],^[% (*) (*) L*H %],%,17,246,0.4289465047587798,2.1125697407285844,0.92123400065638394,1.6836232359698045,-1.1913357400722004,25.856
M,MWH,L*H,% H* (*) L*H %,%,15,197,-0.5359369872005236,1.4627502461437505,0.48145717098785645,1.998687233344274,-0.981293075155894,31.624
M,MWH,L*H,% H* (*) L*H %,%,28,235,-1.07745323268789,1.0689202494256662,0.5208401706596663,2.1463734821135563,-0.548080078766,40.719
M,MWH,L*H,% ^[H]* (*) L*H %,%,21,232,-0.8477190679356739,1.9944207417131599,0.7768296685264209,2.8421398096488337,-1.217591073186739,41.837
M,MWH,L*H,% H* L*!H L*H %,%,25,243,-1.362979980308502,1.6892024942566477,0.5996061700032813,3.05218247456515,-1.0895963242533664,52.393
M,MWH,L*H,% H* L*!H L*H %,%,5,223,-1.1299638989169667,1.1772234985231385,0.7177551690187061,2.307187397440105,-0.4594683295044324,35.417
M,MWH,L*H,% H* (*) L*H %,%,27,211,-1.0479159829340328,1.8106334099113868,0.5044305874630804,2.8585493928454193,-1.3062028224483062,54.615
M,MWH,L*H,% H* (*) L*H %,%,8,179,-1.2481128979323917,1.331473580571054,0.0876271742697722,2.5795864785034457,-1.2438464063012817,56.565
M,MWH,L*H,% H* (*) L*H %,%,23,190,-1.1627830653101385,1.0131276665572704,-0.5359369872005236,2.175910731867409,-1.5490646537577941,47.583
M,MWH,L*H,% H* (*) L*H L%,L%,10,174,-1.110272399081062,1.3052182474565157,-0.4670167377748611,2.4154906465375774,-1.7722349852313768,48.373
M,MWH,L*H,% H* (*) L*H L%,L%,14,186,-1.0446340662947138,1.3741384968821784,-0.18477190679356822,2.4187725631768924,-1.5589104036757466,53.002
M,MWH,L*H,% H* L*!H L*H L%,L%,14,271,-0.8542829012143073,1.590744995077123,0.48802100426648987,2.4450278962914305,-1.1027239908106332,38.834
M,MWH,L*H,% H* (*) L*H L%,L%,17,263,-1.257958647850344,1.2034788316376768,-0.010830324909747703,2.461437479488021,-1.2143091565474244,34.04
M,MWH,L*H,% H* !H* L*H %,%,17,266,-0.910075484082703,1.3413193304890065,0.14670167377748694,2.2513948145717095,-1.1946176567115196,32.23
M,MWH,L*H,% H* (*) L*H %,%,30,244,-1.1135543157203809,1.7088939940925525,-0.1880538234328826,2.822448309812933,-1.896947817525435,46.568
M,MWH,L*H,% H* !H* L*H %,%,9,254,-1.1496553987528717,1.1509681654086001,0.04824417459796704,2.300623564161472,-1.1027239908106332,33.592
M,MYN,^[L*H],% H* ^[L*H] %,%,5,204,-0.11256974072858665,1.5382343288480465,1.3150639973744682,1.650804069576633,-0.22317033147357823,26.053
M,MYN,L*H,% H* L*H %,%,12,266,-1.0676074827699376,0.36987200525106506,0.29110600590745006,1.4374794880210027,-0.078765999343615,21.181
M,MYN,L*H,% (*) L*H %,%,40,236,-0.8838201509681647,0.5339678372169331,0.028552674762062125,1.4177879881850979,-0.505415162454871,30.903
M,MYN,L*H,% H* L*H %,%,17,241,-0.7230062356416156,0.5241220872989807,0.32392517230062184,1.2471283229405963,-0.20019691499835884,18.414
M,MYN,L*H,% H* L*H %,%,13,237,-1.1201181489990142,0.11060059074499615,-0.27994748933376906,1.2307187397440102,-0.3905480800787652,22.94
M,MYN,^[L*H],%L H* (*) ^[L*H] L%,L%,10,161,0.8555956678700358,2.516245487364621,0.47489333770922304,1.6606498194945853,-2.041352149655398,34.741
M,MYN,^[L*H],% H* (*) ^[L*H] L%,L%,39,202,0.5700689202494239,2.1716442402362994,0.6488349195930436,1.6015753199868756,-1.5228093206432558,36.302
M,MYN,^[L*H],% H* (*) ^[L*H L%],%,12,163,0.4026911716442415,2.509681654085988,0.757138168690516,2.1069904824417467,-1.752543485395472,45.108
M,MYN,^[L*H],% H* ^[L*H L%],%,43,277,0.11388250738431054,1.6005907449950756,0.4584837545126372,1.486708237610765,-1.1421069904824384,24.679
M,MYN,L*H,% H* L*H %,%,29,267,-0.32589432228421233,1.4200853298326215,0.5077125041023948,1.7459796521168338,-0.9123728257302267,23.452
M,MYN,L*H,% H* L*H L%,L%,25,267,-0.47686248769281353,1.9189366590088592,0.29110600590745006,2.395799146701673,-1.6278306531014093,31.268
M,MYN,^[L*H],% >H* ^[L*H L%],%,15,271,-0.4965539875287185,2.1716442402362994,0.36330817197243165,2.668198227765018,-1.8083360682638678,36.857
M,MYN,L*H,% >H* L*H %,%,16,274,-0.6639317361339009,1.6399737446668854,0.02198884148342871,2.303905480800786,-1.6179849031834568,31.3
M,MDC,L*H,% L*H L*H %,%,76,281,-1.355165692007797,1.5883040935672508,1.3426900584795332,2.943469785575048,-0.24561403508771762,40.256
M,MDC,L*H,% L*H L*H %,%,56,259,-1.5267056530214413,0.18089668615984353,0.021052631578948166,1.707602339181285,-0.15984405458089537,25.818
M,MDC,L*H,% L*H L*H %,%,75,282,-1.2576998050682258,0.7656920077972704,0.1029239766081855,2.023391812865496,-0.6627680311890849,28.618
M,MDC,L*H,% L*H L*H %,%,48,269,-1.199220272904481,0.9333333333333355,0.31734892787524094,2.1325536062378165,-0.6159844054580945,22.534
M,MDC,L*H,% L*H L*H %,%,31,260,-1.0900584795321664,1.2998050682261222,0.4148148148148121,2.3898635477582886,-0.8849902534113101,27.427
M,MDC,L*H,% >H* L*H %,%,73,238,-2.08810916179337,0.1341130604288476,-0.03742690058479674,2.2222222222222174,-0.17153996101364433,45.877
M,MDC,L*H,% >H* L*H %,%,81,261,-2.029629629629631,0.16530214424951525,-0.06861598440545884,2.194931773879146,-0.23391812865497408,31.842
M,MDC,L*H,% >H* L*H %,%,96,237,-1.6553606237816745,0.3368421052631596,-0.0335282651072119,1.992202729044834,-0.3703703703703715,38.11
M,MDC,L*H,% >H* L*H %,%,110,239,-1.5150097465886923,0.5044834307992191,0.04834307992202543,2.0194931773879112,-0.4561403508771937,41.095
M,MDC,L*H,% >H* L*H %,%,75,238,-1.6943469785575063,0.24327485380116773,-0.23625730994151833,1.937621832358674,-0.47953216374268604,32.38
M,MDC,L*H,% L*H L*H %,%,53,323,-1.199220272904481,0.9801169590643258,0.5434697855750509,2.1793372319688067,-0.43664717348927495,19.902
M,MDC,L*H,% L*H L*H %,%,41,311,-1.3161793372319708,0.7345029239766083,0.1730994152046794,2.0506822612085793,-0.5614035087719289,18.954
M,MDC,L*H,% L*H L*H %,%,33,322,-1.5423001949317752,0.5200779727095529,0.23157894736841875,2.062378167641328,-0.28849902534113414,18.789
M,MDC,L*H,% L*H L*H %,%,42,319,-1.553996101364524,0.33294346978557476,0.17699805068225868,1.8869395711500987,-0.15594541910331608,17.207
M,MDC,L*H,% >H* L*H %,%,53,308,-1.296686159844052,0.3524366471734879,0.23157894736841875,1.6491228070175399,-0.12085769980506914,15.947
M,MDQ,L*H,% L*H L*H L%,L%,35,244,-0.7391812865497079,1.861208576998051,-2.4974658869395734,2.600389863547759,-4.358674463937625,34.417
M,MDQ,L*H,% L*H L*H L%,L%,49,227,-0.4623781676413283,0.9450292397660844,-2.4935672514619887,1.4074074074074128,-3.438596491228073,24.765
M,MDQ,L*H,% L*H L*H L%,L%,34,236,-1.0159844054580875,0.04444444444444613,-1.8346978557504885,1.0604288499025336,-1.8791423001949346,15.496
M,MDQ,L*H,% L*H L*H L%,L%,16,158,-0.18167641325535827,2.379727095516569,-2.19727095516569,2.561403508771927,-4.576998050682259,53.843
M,MDQ,L*H,% L*H L*H L%,L%,17,244,-1.0042884990253387,0.8163742690058456,-2.181676413255362,1.8206627680311844,-2.9980506822612076,21.161
M,MDQ,^[L*H],^[% >H* L*H L%],%,17,198,0.27056530214425056,4.1458089668615985,1.896296296296298,3.875243664717348,-2.2495126705653004,59.799
M,MDQ,^[L*H],% ^[>H* L*H] L%,L%,22,189,0.5785575048732923,4.1847953216374245,-0.18557504873294312,3.606237816764132,-4.370370370370368,55.973
M,MDQ,^[L*H],% >H* ^[L*H] L%,L%,38,187,0.12241715399609862,3.5922027290448337,-1.2382066276803128,3.469785575048735,-4.830409356725147,62.934
M,MDQ,^[L*H],% ^[H* L*H] L%,L%,50,191,1.334892787524369,4.1263157894736855,-0.5442495126705656,2.7914230019493163,-4.670565302144251,50.08
M,MDQ,^[L*H],% >H* ^[L*H] L%,L%,30,179,0.6838206627680331,3.642884990253409,-1.0510721247563346,2.959064327485376,-4.693957115009743,55.737
M,MDQ,^[L*H],% L*H ^[L*H] L%,L%,34,293,-0.793762183235868,2.929434697855749,-1.7216374269005836,3.7231968810916167,-4.6510721247563325,35.006
M,MDQ,^[L*H],% >H* ^[L*H] L%,L%,11,170,-0.11539961013645476,2.7423001949317762,-2.115399610136453,2.857699805068231,-4.857699805068229,47.608
M,MDQ,L*H,% >H* L*H L%,L%,21,192,-0.37660818713450056,2.048343079922029,-2.3064327485380107,2.4249512670565294,-4.35477582846004,43.948
M,MDQ,^[L*H],% >H* ^[L*H] L%,L%,6,172,0.2900584795321637,2.8553606237816758,-1.8619883040935659,2.565302144249512,-4.717348927875242,41.721
M,MDQ,^[L*H],% >H* ^[L*H] L%,L%,29,209,0.5044834307992191,3.650682261208579,-1.2810916179337237,3.14619883040936,-4.931773879142303,51.413
M,MWH,L*H,% H* L*H L*H %,%,66,275,-1.42923976608187,0.7890838206627684,0.33294346978557476,2.2183235867446385,-0.4561403508771936,27.464
M,MWH,L*H,% H* L*H L*H %,%,56,282,-1.378557504873295,0.5122807017543832,0.056140350877195114,1.890838206627678,-0.45614035087718813,22.045
M,MWH,L*H,% H* L*H L*H %,%,67,292,-0.6300194931773878,1.210136452241715,0.8319688109161795,1.8401559454191028,-0.3781676413255356,23.516
M,MWH,L*H,% H* L*H L*H %,%,47,309,-1.1368421052631568,1.132163742690057,1.1204678362573082,2.269005847953214,-0.01169590643274887,28.798
M,MWH,L*H,% H* L*H L*H %,%,57,276,-0.9614035087719275,1.8923976608187132,1.1282651072124779,2.853801169590641,-0.7641325536062353,33.696
M,MWH,L*H,% H* L*!H L*H %,%,51,199,-0.6534113060428858,1.4401559454191044,0.08343079922027237,2.09356725146199,-1.356725146198832,41.638
M,MWH,L*H,% H* L*!H L*H %,%,58,216,-0.7547758284600418,1.4752436647173512,0.7228070175438593,2.230019493177393,-0.7524366471734919,42.262
M,MWH,L*H,% H* L*H L*H %,%,41,215,-0.8210526315789453,1.182846003898638,-0.02573099415204776,2.003898635477583,-1.2085769980506857,36.069
M,MWH,L*H,% H* L*H L*H %,%,81,204,-0.2869395711500991,1.6038986354775846,0.3797270955165707,1.8908382066276836,-1.2241715399610138,44.747
M,MWH,L*H,% H* L*H L*H %,%,57,199,-0.11150097465886993,1.92748538011696,1.3894736842105235,2.03898635477583,-0.5380116959064365,38.749
M,MWH,L*H,% H* !H* L*H %,%,69,367,-1.351267056530212,0.5005847953216398,0.1730994152046794,1.8518518518518519,-0.3274853801169604,16.164
M,MWH,L*H,% H* L*!H L*H %,%,94,365,-1.0939571150097456,0.31345029239766165,0.07953216374268754,1.4074074074074072,-0.2339181286549741,13.8
M,MWH,L*H,% L*H L*H L*H %,%,63,364,-0.8990253411306033,0.4888888888888908,0.2237816764132546,1.387914230019494,-0.2651072124756362,9.439
M,MWH,L*H,% H* L*H L*H %,%,78,350,-0.6573099415204706,0.9489278752436637,0.652631578947371,1.6062378167641342,-0.2962962962962927,13.872
M,MWH,L*H,% H* L*H L*H %,%,60,359,-0.782066276803119,0.9840155945419107,0.6097465886939544,1.7660818713450297,-0.3742690058479563,15.645
M,MYN,L*H,% L*H L*H %,%,43,264,-0.5598440545808995,1.5337231968810907,0.8475633528265133,2.09356725146199,-0.6861598440545774,31.1
M,MYN,L*H,% L*H L*H L%,L%,44,246,-1.0549707602339193,0.7500974658869421,-2.2089668615984395,1.8050682261208615,-2.9590643274853816,25.026
M,MYN,L*H,% L*H L*H %,%,31,229,-0.4428849902534096,1.136062378167642,0.12631578947368347,1.5789473684210515,-1.0097465886939585,23.586
M,MYN,L*H,% L*H L*H %,%,45,268,-1.0198830409356725,0.7306042884990235,0.15750487329434557,1.750487329434696,-0.5730994152046779,22.28
M,MYN,L*H,% L*H L*H %,%,49,289,-0.9029239766081881,0.8007797270955174,0.25497076023391674,1.7037037037037055,-0.5458089668616006,19.001
M,MYN,L*H,% >H* L*H %,%,59,210,-0.4623781676413283,1.9586744639376221,0.9840155945419107,2.4210526315789505,-0.9746588693957114,45.917
M,MYN,L*H,% L*H L*H %,%,45,241,-0.45847953216374343,1.3621832358674464,0.640935672514622,1.8206627680311898,-0.7212475633528244,30.719
M,MYN,L*H,% L*H L*H %,%,42,249,-0.4701754385964924,1.7208576998050689,1.288109161793373,2.1910331384015613,-0.43274853801169577,29.484
M,MYN,L*H,% >H*> L*H %,%,49,242,-0.34152046783625917,2.0600389863547783,1.3426900584795332,2.4015594541910374,-0.7173489278752452,37.949
M,MYN,L*H,% >H* L*H %,%,47,214,-0.37660818713450056,1.9898635477582842,0.8904483430799244,2.3664717348927846,-1.0994152046783598,40.495
M,MYN,L*H,% >H* L*H %,%,44,314,-1.2109161793372298,0.7539961013645214,-0.02962962962962706,1.9649122807017512,-0.7836257309941485,20.438
M,MYN,L*H,% L*H L*H %,%,76,328,-1.0744639376218326,0.7306042884990235,0.3056530214424975,1.8050682261208562,-0.42495126705652597,17.556
M,MYN,L*H,% L*H L*H %,%,63,343,-1.1134502923976588,0.7111111111111104,0.4148148148148121,1.8245614035087692,-0.2962962962962983,14.909
M,MYN,L*H,% L*H L*H %,%,84,364,-1.3902534113060439,0.25497076023391674,0.1341130604288476,1.6452241715399607,-0.12085769980506914,12.678
M,MYN,L*H,% >H* L*H %,%,53,364,-1.409746588693957,0.3095516569200768,0.060038986354774414,1.7192982456140338,-0.24951267056530238,13.43
